name,state,cz,tier,cuny,count,par_median,par_q1,par_q2,par_q3,par_q4,par_q5,par_top1,kid_median,kid_q1,kid_q2,kid_q3,kid_q4,kid_q5,kid_top1,kidq1_if_parq1,kidq2_if_parq1,kidq3_if_parq1,kidq4_if_parq1,kidq5_if_parq1,kidtop1_if_parq1
"Babson College","MA","Boston","Highly selective private",0,314.3333333,140500,4.108092,6.934688,9.539071,17.34544,62.07271,11.3758,95300,8.477826,5.487115,3.69379,8.473013,73.86825,17.77301,12.40506,4.986939,0,14.45638,68.15163,10.40398
"Bainbridge State College","GA","Bainbridge","Two-year (public and private not-for-profit)",0,277.6666667,35300,32.75633,27.43653,15.62864,17.21438,6.964128,0,21900,15.13316,27.79351,28.0603,18.83929,10.17375,.2332076,15.68944,35.59574,29.06926,14.75206,4.893499,.000425
"Baker College","MI","Detroit","Nonselective four-year private not-for-profit",0,2788,61400,16.95246,20.38336,23.13504,25.37628,14.15285,.196829,22500,17.37014,25.66795,27.57403,18.98545,10.40242,.1006669,19.47767,32.37519,28.26711,14.57623,5.303809,.139617
"Baker University","KS","Topeka","Selective private",0,190.3333333,96200,3.460705,10.42513,19.3275,28.34221,38.44446,1.08144,45800,10.15476,10.89675,14.74349,27.97716,36.22783,1.376399,14.69655,14.29349,9.507025,24.54581,36.95712,0
"Baldwin Wallace University","OH","Cleveland","Selective private",0,686.6666667,89200,3.717136,9.947395,20.64292,34.35963,31.33292,.8870175,46100,8.067586,10.81505,15.61971,29.7774,35.72026,1.574655,10.62138,13.61353,19.4889,25.4412,30.83498,.0456258
"Ball State University","IN","Muncie","Selective public",0,3317.666667,94900,4.537336,9.357762,18.00277,31.04612,37.05601,.9251452,40100,9.081787,12.09302,20.07484,32.83091,25.91943,.8853795,13.67431,14.8771,25.41591,28.96856,17.06411,.8603621
"Baltimore School Of Massage","MD","Baltimore","Less than two-year schools of any type",0,73,70600,8.580744,18.12354,25.06264,30.08366,18.14942,.233717,19500,21.46921,26.90276,27.80811,19.62336,4.196561,.07066,28.42282,13.95374,39.83203,17.17379,.6176205,.0471055
"Baptist Bible College","MO","Springfield","Nonselective four-year private not-for-profit",0,124.5,67700,11.95884,20.0617,27.92014,25.63489,14.42445,.3796455,27100,15.7289,21.44463,21.07549,26.18932,15.56166,.4088828,13.70013,28.97025,11.91506,25.07527,20.3393,.0558707
"Baptist Bible College Of Pennsylvania","PA","Scranton","Nonselective four-year private not-for-profit",0,188.3333333,67500,6.15445,17.4831,33.36746,26.2819,16.7131,.6840675,23500,23.63235,20.85179,22.13675,20.16114,13.21796,.1972747,27.31618,28.22643,16.39562,19.76674,8.295026,0
"Bard College","NY","Poughkeepsie","Highly selective private",0,280,117900,6.489288,9.37745,13.32988,17.57978,53.22361,7.585815,30900,14.8669,21.42023,16.96671,20.0939,26.65227,1.335371,15.90175,14.02688,22.22194,24.24359,23.60585,0
"Barnard College","NY","New York","Other elite schools (public and private)",0,535.3333333,148000,6.54026,8.757998,9.227192,12.81035,62.66421,12.61867,56300,12.70635,9.897841,10.59609,15.82343,50.97629,6.733069,14.82487,8.2157,8.971165,15.16807,52.82021,6.637594
"Barry University","FL","Miami","Selective private",0,272.6666667,69500,15.53504,20.3043,16.31226,19.7523,28.09611,2.802911,39200,13.19647,13.92837,17.15925,29.56163,26.15429,1.103809,13.33181,18.87527,17.33438,27.46329,22.99525,.8235162
"Barstow Community College","CA","Los Angeles","Two-year (public and private not-for-profit)",0,478,58000,18.92463,21.27353,25.81576,23.36249,10.62359,.0832328,28700,19.26126,19.80834,17.69762,23.96143,19.27135,.2829082,21.73667,23.21644,16.89612,19.71503,18.43574,0
"Barton College","NC","Wilson","Selective private",0,185,87500,7.489285,14.68563,18.14004,27.82587,31.85917,1.290786,39300,9.126077,11.38721,21.5599,37.51518,20.41163,.061525,23.56114,10.93586,29.53378,28.74314,7.226086,.1033084
"Barton County Community College","KS","Great Bend","Two-year (public and private not-for-profit)",0,806.3333333,52600,18.63438,24.42812,27.45845,21.83534,7.64371,.0928412,31600,13.7329,17.91459,23.9515,27.62947,16.77154,.1000268,14.09953,18.40022,25.98969,27.13567,14.37488,0
"Bates College","ME","Portland","Other elite schools (public and private)",0,427,176900,1.835921,4.723571,7.726942,16.42387,69.28969,13.819,55900,7.632157,8.699415,11.48713,22.34737,49.83392,7.017435,14.1469,3.627866,22.03659,18.89568,41.29296,4.724208
"Bates Technical College","WA","Seattle","Two-year (public and private not-for-profit)",0,378.3333333,65000,11.93784,18.86842,27.70687,25.59416,15.89273,.2161809,29900,17.55111,19.75515,18.42993,20.56295,23.70086,.0947734,28.19898,22.05749,16.53231,18.4985,14.71272,0
"Bay De Noc Community College","MI","Marquette","Two-year (public and private not-for-profit)",0,368.5,64800,14.34272,17.12108,28.40561,29.62563,10.50497,.2956737,27200,10.75955,24.9715,26.88778,21.72526,15.65592,.1903482,15.39598,38.22889,21.56841,20.05179,4.754922,.0424166
"Bay Path College","MA","Springfield","Selective private",0,76,84100,5.976735,15.33774,21.74872,30.82934,26.10746,.0157989,35800,11.23111,15.74626,21.79621,25.80414,25.42227,.0110304,13.8013,14.792,28.15619,14.73383,28.51668,.0385652
"Bay State College","MA","Boston","Four-year for-profit",0,150,55000,20.49289,21.65526,21.11169,22.06432,14.67584,.1949711,25300,20.57823,19.48896,23.40637,23.88037,12.64608,.0734021,29.82253,19.68672,16.24942,26.39135,7.849985,.020192
"Baylor University","TX","Waco","Highly selective private",0,2522.666667,132400,4.02053,7.258067,11.05746,18.15241,59.51154,5.903636,50300,13.39413,10.50005,10.45926,21.42488,44.22168,5.028855,11.52572,10.27852,16.42225,27.60761,34.16589,3.279382
"Beaufort County Community College","NC","Washington","Two-year (public and private not-for-profit)",0,182.3333333,46400,25.9681,23.88229,24.46739,17.26966,8.412554,.1072174,22200,17.76717,25.38667,26.54567,19.56542,10.73506,.0357136,23.13314,34.76309,27.17371,10.86859,4.061465,.0050277
"Becker College","MA","Boston","Selective private",0,239,75500,9.380212,14.92454,23.34299,28.42258,23.92968,.4119298,33100,12.44757,15.20723,27.02931,26.17521,19.14068,.1741868,10.2088,20.89107,35.1904,24.1603,9.549436,.0122401
"Bel - Rea Institute Of Animal Technology","CO","Denver","Two-year for-profit",0,107,81700,10.13892,14.71715,19.94538,25.9557,29.24285,.0505221,29800,15.71365,20.53411,26.59483,31.8631,5.294307,.0451979,3.859895,22.66807,35.38361,38.08841,0,0
"Belhaven University","MS","Jackson","Selective private",0,139.5,77300,12.69944,15.05125,19.01349,25.06306,28.17277,.7488788,32200,13.57418,19.58214,21.78474,27.58237,17.47658,1.297872,9.857425,3.897598,26.71728,34.35268,25.17502,2.490317
"Bellarmine University","KY","Louisville","Selective private",0,318,98200,3.01377,9.905015,16.03082,30.37174,40.67866,2.255128,46700,8.494233,8.391516,14.46602,30.48837,38.15987,1.524506,11.32467,6.797381,22.97911,27.58957,31.30927,4.801925
"Bellevue College","WA","Seattle","Nonselective four-year public",0,1853.666667,97000,6.49489,10.52579,15.91945,26.50679,40.55309,2.012832,37700,15.39652,14.50996,16.92302,23.37461,29.79589,.8767612,19.87351,15.72052,20.37283,21.08437,22.94879,.590251
"Bellevue University","NE","Omaha","Selective private",0,140.3333333,73100,7.821087,16.35315,24.4222,30.5388,20.86476,.5030307,40000,8.50472,12.63852,20.20246,32.60991,26.04438,.2814229,17.86903,10.59573,18.21531,40.66847,12.65147,.0497228
"Bellingham Technical College","WA","Bellingham","Two-year (public and private not-for-profit)",0,313.3333333,63900,12.3665,19.51711,26.16486,27.93142,14.02012,.4913744,25800,21.84476,19.32181,18.23061,20.84993,19.75288,.407341,21.33226,27.4622,12.47723,29.181,9.547311,0
"Belmont Abbey College","NC","Gastonia","Selective private",0,134.3333333,97900,4.903243,11.76239,17.1489,25.38791,40.79755,1.927926,38100,8.755879,12.44447,21.93505,27.58146,29.28314,.0500764,5.285921,10.11657,39.29804,15.31093,29.98854,0
"Belmont College","OH","Wheeling","Two-year (public and private not-for-profit)",0,289,53000,18.11984,25.55513,27.20094,22.97046,6.15363,.0556106,26800,14.91459,23.19003,23.07219,20.85743,17.96577,.2767037,19.88097,32.25986,22.31626,16.77292,8.769979,.013853
"Belmont University","TN","Nashville","Selective private",0,472.6666667,116700,2.919046,7.690769,13.4287,22.94498,53.01649,4.293905,37900,11.27907,17.11517,18.00554,23.61721,29.983,1.906412,15.54189,16.51828,22.50168,25.63321,19.80494,.0927736
"Beloit College","WI","Kenosha","Highly selective private",0,257.3333333,109800,3.787096,8.085405,13.37177,25.32439,49.43133,2.744884,40600,10.92786,12.63295,18.42922,27.27028,30.73968,1.355384,1.110375,15.02779,16.60284,43.44377,23.81523,3.790302
"Benedictine College","KS","Leavenworth","Selective private",0,231,90200,5.775391,9.071341,17.38366,32.96935,34.80027,.6691018,43400,10.85563,10.83222,19.39892,29.78981,29.12342,.5647367,10.40726,11.96427,31.7373,27.65375,18.23743,.2663102
"Benedictine University","IL","Chicago","Selective private",0,223,104500,2.939782,8.072646,16.11303,28.2486,44.62595,2.532185,54800,11.23652,7.833238,10.5691,24.23755,46.12359,4.078471,17.23057,4.780302,26.78424,13.28435,37.92054,5.274344
"Bennett College","NC","Greensboro","Selective private",0,126,50000,18.29908,26.51938,22.91124,19.12797,13.14234,.3055773,33400,8.573862,22.60935,22.3326,31.58523,14.89897,.0234863,9.138927,21.87718,24.99339,22.76062,21.22988,0
"Bennington College","VT","Pittsfield","Highly selective private",0,124.6666667,99200,9.106325,12.22213,16.96725,18.35222,43.35209,4.999315,19700,19.4504,26.86371,21.25009,18.34794,14.08786,.0524631,16.70284,28.03022,16.24726,28.84475,10.17494,0
"Bentley University","MA","Boston","Highly selective private",0,834.3333333,119600,4.855969,7.375831,13.5498,19.38976,54.82864,4.630878,79800,7.716024,4.311073,5.454177,11.33457,71.18416,8.562654,11.01552,6.957448,4.89116,16.55345,60.58242,4.923234
"Bergen Community College","NJ","Newark","Two-year (public and private not-for-profit)",0,1818,72000,13.5021,17.91415,19.34912,21.61267,27.62197,.6721312,33900,15.82813,16.98923,18.85332,23.45899,24.87034,.4108637,16.75173,18.67712,18.49758,23.43922,22.63436,.2834419
"Berkeley College of New York, NY","NY","New York","Four-year for-profit",0,372,42500,27.44708,26.14725,20.39215,14.66869,11.34481,.531213,36500,14.83986,13.4726,20.21635,27.11607,24.3551,.5673513,15.88375,10.0688,20.89447,32.11728,21.03569,.0056456
"Berkeley College of Woodland Park, NJ","NJ","Newark","Four-year for-profit",0,446.3333333,51200,20.83693,23.55002,21.62093,19.02648,14.96565,.3659936,37600,11.97912,16.36998,19.5478,28.42633,23.67677,.3834717,7.450037,20.63615,21.41471,31.21493,19.28418,.0211566
"Berklee College Of Music","MA","Boston","Nonselective four-year private not-for-profit",0,519.3333333,119300,3.667951,7.107471,14.78486,20.35902,54.0807,5.394711,27400,15.94067,23.14095,19.47307,20.15113,21.29417,.7082191,24.64833,19.3077,26.63548,9.817163,19.59132,0
"Berkshire Community College","MA","Pittsfield","Two-year (public and private not-for-profit)",0,353.3333333,66000,11.55247,19.9324,24.09945,26.66278,17.7529,.7038217,28700,14.71385,22.15099,24.49017,23.5226,15.12239,.0895824,21.64103,23.44675,24.37592,18.7261,11.81019,0
"Berry College","GA","Rome","Selective private",0,420.5,103100,3.9542,7.11024,15.03072,28.78512,45.11972,1.574983,43400,11.22285,13.07127,16.3525,30.01192,29.34147,1.59291,7.2653,12.71861,16.64221,32.6371,30.73679,.0437822
"Beth Medrash Govoha Of America","NJ","Toms River","Nonselective four-year private not-for-profit",0,135.6666667,91100,18.24593,9.659038,13.6379,18.23905,40.21807,5.961923,20900,22.21842,26.13848,15.69598,12.94684,23.00028,2.998128,28.61041,39.53841,15.18526,2.980106,13.68582,1.349425
"Bethany College of Bethany, WV","WV","Steubenville","Selective private",0,210,77600,7.424128,12.69081,24.96845,32.57586,22.34075,.1976734,42400,7.512343,11.33644,15.39658,32.23141,33.52324,1.374341,13.75512,17.02191,16.27946,25.37245,27.57106,.1000462
"Bethany College of Lindsborg, KS","KS","Newton","Selective private",0,130,73700,6.102593,17.1433,26.08551,28.42134,22.24725,.4067662,39800,9.37175,10.65189,19.29931,32.32786,28.34918,1.008295,10.66043,21.03526,25.37097,24.35588,18.57746,0
"Bethany Lutheran College","MN","Mankato","Nonselective four-year private not-for-profit",0,117,76000,6.923278,13.76277,28.8894,26.96992,23.45463,.1150945,35500,11.01437,16.94678,25.40036,28.78345,17.85505,.8630193,14.9743,26.19541,17.2766,29.97617,11.57753,.0067
"Bethel College","IN","South Bend","Selective private",0,263,81300,5.509124,14.03208,23.48548,31.3936,25.57972,1.96137,31500,15.22528,18.78231,22.69871,24.16349,19.1302,.5470011,27.42487,17.03888,23.49462,20.69456,11.34708,2.264947
"Bethel University of McKenzie, TN","TN","Dickson","Selective private",0,113,54700,19.76093,22.05202,22.51458,22.32833,13.34414,.6428216,34500,16.44058,15.02553,20.45841,26.89522,21.18027,1.104369,33.58606,14.09365,23.60892,20.43745,8.273931,.0271633
"Bethel University of Saint Paul, MN","MN","Minneapolis","Selective private",0,601.3333333,100000,3.081875,7.551768,17.20034,29.35629,42.80973,2.548339,40200,12.26706,14.72105,15.57855,24.26881,33.16454,1.68419,9.914359,21.50439,22.32737,30.09586,16.15801,0
"Bethune Cookman University","FL","Deltona","Selective private",0,434,43000,23.40524,30.71213,21.52002,15.9055,8.4571,.0558409,32500,9.775427,18.19118,30.41101,29.26632,12.35606,.2264561,12.75152,17.7979,33.61921,26.58711,9.244258,.030261
"Bevill State Community College","AL","Jasper","Two-year (public and private not-for-profit)",0,612,50100,21.79978,22.18746,25.65597,21.10198,9.254817,.1099023,26400,19.24714,21.26985,22.93614,22.41491,14.13197,.273423,22.82619,25.14028,25.9283,17.72246,8.382775,.1936985
"Big Bend Community College","WA","Moses Lake","Two-year (public and private not-for-profit)",0,359,64400,13.13153,19.51303,26.99594,25.46852,14.89097,.1941374,31700,15.46147,16.0615,23.42406,24.40114,20.65183,.3820322,21.05287,20.69284,27.83358,18.11701,12.3037,0
"Binghamton University","NY","Union","Highly selective public",0,1975,104400,9.425295,11.71907,12.29752,20.34443,46.21369,.6443537,65700,8.278186,7.240857,7.942482,16.89104,59.64744,6.137067,10.18928,7.507263,8.685219,19.63976,53.97848,4.819286
"Biola University","CA","Los Angeles","Selective private",0,535,95300,6.932281,9.513335,17.21667,23.57961,42.75811,3.170165,35700,18.71173,14.16498,16.1906,20.84949,30.08321,1.53388,25.35034,10.62152,23.29463,14.79501,25.9385,.0084356
"Birmingham Southern College","AL","Birmingham","Selective private",0,288.6666667,137900,3.684956,5.191564,11.12313,18.05908,61.94127,9.232422,48100,12.03698,11.01138,12.98878,22.6878,41.27507,5.548645,16.73572,20.51079,12.14247,23.35005,27.26095,3.410455
"Bishop State Community College","AL","Mobile","Two-year (public and private not-for-profit)",0,641.6666667,31400,40.87936,25.44155,15.7446,11.97579,5.958697,.059725,20400,13.90666,32.39929,28.22666,16.58143,8.885952,.0826948,11.87457,39.42328,30.44185,12.713,5.547307,.007698
"Bismarck State College","ND","Bismarck","Nonselective four-year public",0,785.3333333,68300,10.0961,19.34726,25.42425,31.21687,13.91553,.3627747,40400,8.087633,11.72429,21.45037,28.10724,30.63048,.8608755,10.6258,14.62567,22.55341,27.24018,24.95495,.8272777
"Black Hawk College","IL","Davenport","Two-year (public and private not-for-profit)",0,1214.666667,74000,10.20214,15.55862,23.83485,32.51472,17.88967,.1751418,30500,11.86217,19.30515,25.18936,24.95051,18.69282,.1104006,15.28426,28.13745,28.79809,18.8434,8.936791,0
"Black River Technical College","AR","Jonesboro","Two-year (public and private not-for-profit)",0,255,41100,25.21605,30.28177,24.07099,15.72718,4.704012,.1997053,23600,13.9982,25.52085,29.41431,20.07071,10.99593,.0227529,14.71634,30.88467,29.53589,18.87724,5.985863,.0287714
"Blackburn University","IL","Edwardsville","Selective private",0,110,65800,10.9211,15.28101,27.10716,31.29505,15.39567,.4770575,41300,5.530992,13.03026,19.32722,38.04794,24.06359,.4628593,5.832418,12.36854,27.30322,43.20775,11.28807,.0609773
"Blackhawk Technical College","WI","Kenosha","Two-year (public and private not-for-profit)",0,433.3333333,73400,8.969097,14.72578,25.82297,33.66639,16.81577,.1429483,28700,10.49164,21.8214,29.26989,23.38705,15.03002,.1843675,15.17359,26.63803,33.25524,16.47989,8.453247,0
"Bladen Community College","NC","Wilmington","Two-year (public and private not-for-profit)",0,134,36100,31.3864,27.03322,18.79366,18.02685,4.759876,.2233081,19500,20.37996,26.47319,30.76385,15.64351,6.739502,.0332215,25.4678,27.49221,30.5005,10.96408,5.575411,.0070864
"Blinn College","TX","Houston","Two-year (public and private not-for-profit)",0,2875,83400,10.32562,14.47562,18.47944,24.85462,31.86469,1.050289,37100,13.71349,14.16773,19.36504,25.43133,27.32241,1.364747,16.76287,21.42718,25.42877,21.25662,15.12456,.5742643
"Bloomfield College","NJ","Newark","Selective private",0,227,40800,26.85126,30.72892,21.23259,12.44339,8.743836,.0175137,35600,9.904009,18.21397,21.1046,27.11085,23.66657,.5961924,7.710021,18.34123,27.08734,24.37689,22.48452,.5498882
"Bloomsburg University Of Pennsylvania","PA","Scranton","Selective public",0,1487,89800,5.6313,10.42699,19.92787,31.3107,32.70315,.388072,45700,7.967065,9.655939,15.04409,33.29294,34.03997,.6339604,8.196532,12.61538,20.42954,30.88404,27.87451,.4335527
"Blue Mountain Community College","OR","Kennewick","Two-year (public and private not-for-profit)",0,296.5,61400,11.90565,23.35085,25.93506,29.08524,9.723193,.104275,27500,15.93114,20.49578,26.87748,22.01079,14.68482,.3662684,17.74471,26.26688,22.25914,22.46938,11.25988,.0372108
"Blue Ridge Community College of Flat Rock, NC","NC","Asheville","Two-year (public and private not-for-profit)",0,324.6666667,60800,12.86387,19.62242,31.70203,24.78715,11.02454,.5254442,22600,17.82759,25.60006,28.72151,19.28028,8.570565,.0623723,23.57134,26.52319,27.35236,13.3372,9.215903,0
"Blue Ridge Community College of Weyers Cave, VA","VA","Staunton","Two-year (public and private not-for-profit)",0,595.3333333,71600,10.34677,16.57013,25.10381,27.46652,20.51278,.2726423,31000,12.45304,18.60246,26.94341,26.93978,15.06133,.2103492,13.1195,23.27197,24.55105,25.37165,13.68583,.0155122
