id,birth_yr,gender,race,schooling,parent_edu,afqt,income,wage
2,1959,female,"non-black, non-hispanic",12,8,6.841,21000,11.53
6,1960,male,"non-black, non-hispanic",16,12,99.393,112000,54.32
8,1958,female,"non-black, non-hispanic",14,12,44.022,47000,22.59
9,1963,male,"non-black, non-hispanic",14,9,59.683,80000,27.97
14,1963,female,"non-black, non-hispanic",18,9,98.798,45000,42.65
16,1958,female,"non-black, non-hispanic",12,12,50.283,74000,36.05
17,1957,male,"non-black, non-hispanic",12,13,89.669,68000,34.41
18,1958,male,"non-black, non-hispanic",13,12,95.977,151000,74.17
20,1959,female,"non-black, non-hispanic",16,13,67.021,112000,48.95
21,1961,female,"non-black, non-hispanic",16,11,88.416,370314,175.21
22,1963,female,"non-black, non-hispanic",16,10,89.167,10300,5.06
25,1959,female,"non-black, non-hispanic",14,13,51.39,36000,27.5
27,1960,female,"non-black, non-hispanic",16,12,96.674,46000,45
34,1958,male,"non-black, non-hispanic",12,13,6.069,26000,27
37,1958,female,"non-black, non-hispanic",12,12,56.29,45000,25.14
38,1962,female,"non-black, non-hispanic",12,9,12.788,96000,48.53
39,1959,male,"non-black, non-hispanic",12,12,26.851,65000,25
40,1960,male,"non-black, non-hispanic",14,12,38.419,15000,15.38
41,1962,male,"non-black, non-hispanic",16,10,57.095,140000,51.77
42,1963,male,"non-black, non-hispanic",12,8,22.326,60000,24.03
44,1961,female,"non-black, non-hispanic",12,11,37.061,45000,20.6
47,1959,male,"non-black, non-hispanic",12,12,75.473,90000,35
49,1958,female,"non-black, non-hispanic",14,14,71.226,500,10.25
50,1958,female,"non-black, non-hispanic",12,10,78.742,65000,35.71
52,1958,male,"non-black, non-hispanic",14,14,69.08,370314,64.1
57,1958,female,"non-black, non-hispanic",12,12,30.83,31000,15
58,1957,female,"non-black, non-hispanic",17,15,91.625,110000,41.83
62,1964,female,"non-black, non-hispanic",16,8,36.384,58000,29.8
63,1960,male,"non-black, non-hispanic",16,12,87.934,150000,64.1
69,1964,male,"non-black, non-hispanic",18,8,86.703,140000,58.13
72,1959,female,"non-black, non-hispanic",16,13,80.538,46000,21.87
73,1963,male,"non-black, non-hispanic",18,8,81.527,370314,76.6
75,1962,female,"non-black, non-hispanic",16,10,83.379,117000,37.5
76,1964,male,"non-black, non-hispanic",14,9,42.78,60000,16.48
77,1964,female,"non-black, non-hispanic",16,8,96.835,134000,51.53
80,1963,male,"non-black, non-hispanic",16,8,78.759,23783,11.43
81,1964,male,"non-black, non-hispanic",18,7,29.497,54000,31.25
86,1960,female,black,10,9,7.198,24000,9.75
88,1957,male,black,16,12,80.798,36000,17.5
90,1958,male,"non-black, non-hispanic",16,14,80.298,129000,62.25
91,1963,female,"non-black, non-hispanic",16,8,22.823,40000,51.28
92,1962,female,"non-black, non-hispanic",12,9,44.375,41000,25.94
93,1964,male,"non-black, non-hispanic",14,7,28.438,49000,24.25
95,1960,female,"non-black, non-hispanic",12,12,34.573,52000,14
97,1958,female,"non-black, non-hispanic",14,9,59.411,27000,13.7
100,1963,female,"non-black, non-hispanic",13,8,40.421,96000,47.11
103,1958,male,"non-black, non-hispanic",16,14,76.421,90000,34.33
106,1961,male,"non-black, non-hispanic",16,11,87.651,122000,60.09
107,1962,male,"non-black, non-hispanic",16,10,65.347,75000,44.71
108,1958,male,"non-black, non-hispanic",20,14,96.818,60000,25
110,1957,male,"non-black, non-hispanic",13,12,64.697,90000,34.61
111,1959,female,"non-black, non-hispanic",12,12,46.195,42000,18.75
112,1963,female,"non-black, non-hispanic",11,9,39.529,34000,18.9
115,1960,female,"non-black, non-hispanic",16,12,85.492,20000,10
117,1959,male,"non-black, non-hispanic",15,12,98.349,45000,16.32
119,1957,male,"non-black, non-hispanic",16,13,27.671,15000,4.8
120,1962,male,"non-black, non-hispanic",12,10,97.847,120000,11.75
121,1964,female,"non-black, non-hispanic",16,8,92.618,62000,29.8
122,1961,male,"non-black, non-hispanic",12,10,52.132,100000,35
126,1958,male,"non-black, non-hispanic",14,13,67.259,75000,28.84
128,1958,female,"non-black, non-hispanic",13,12,59.846,148000,75
129,1960,male,"non-black, non-hispanic",16,11,92.817,120000,38.46
133,1962,female,"non-black, non-hispanic",13,9,57.983,15000,15
135,1964,male,"non-black, non-hispanic",13,8,38.315,80000,39
137,1961,female,"non-black, non-hispanic",16,11,87.283,180000,59.93
138,1962,female,"non-black, non-hispanic",16,10,88.326,20000,16
140,1958,female,"non-black, non-hispanic",20,14,72.878,76000,20.76
141,1962,female,"non-black, non-hispanic",16,10,85.861,72000,33.65
144,1964,female,"non-black, non-hispanic",12,8,37.874,23000,11.11
146,1964,male,"non-black, non-hispanic",12,8,86.932,114000,55.02
147,1961,female,"non-black, non-hispanic",12,11,22.466,12000,13.63
148,1963,male,"non-black, non-hispanic",12,9,74.997,48000,19.63
149,1964,female,"non-black, non-hispanic",12,8,39.973,110000,74.12
152,1961,female,"non-black, non-hispanic",12,11,93.332,25000,50.61
157,1962,female,"non-black, non-hispanic",20,10,43.873,130000,35.71
158,1958,female,"non-black, non-hispanic",18,14,85.206,68000,35.34
160,1960,female,"non-black, non-hispanic",14,12,77.44,80000,39.8
161,1961,female,"non-black, non-hispanic",12,10,47.296,55000,26
164,1960,female,"non-black, non-hispanic",13,12,22.24,49000,23.55
165,1960,female,"non-black, non-hispanic",12,11,46.506,50000,15.38
168,1961,male,black,12,10,19.981,14000,8
171,1962,male,"non-black, non-hispanic",16,10,82.207,126000,48.46
174,1960,female,hispanic,13,12,47.279,55000,30.13
179,1958,female,"non-black, non-hispanic",12,12,30.455,42000,20.19
180,1957,female,"non-black, non-hispanic",16,14,88.334,98000,53.2
184,1961,female,"non-black, non-hispanic",16,12,59.078,43000,103.36
185,1964,male,"non-black, non-hispanic",12,8,77.155,69000,31
186,1959,female,"non-black, non-hispanic",14,13,81.515,110000,27.64
188,1959,female,"non-black, non-hispanic",10,11,11.983,19715,10.03
189,1958,male,"non-black, non-hispanic",16,14,59.286,100000,48.07
190,1961,female,"non-black, non-hispanic",18,10,73.636,145000,55.76
191,1963,male,"non-black, non-hispanic",19,9,89.27,370314,76.92
192,1963,female,"non-black, non-hispanic",16,9,80.48,36000,35
193,1958,male,"non-black, non-hispanic",16,14,45.527,135871,63.31
197,1962,female,"non-black, non-hispanic",12,11,17.107,22000,11
199,1959,male,"non-black, non-hispanic",13,12,19.225,51000,50
200,1958,female,"non-black, non-hispanic",12,12,27.551,45000,19.56
201,1957,male,"non-black, non-hispanic",16,14,86.603,8000,6.15
202,1960,male,"non-black, non-hispanic",14,12,73.184,16000,12
211,1964,female,"non-black, non-hispanic",16,8,74.988,12000,11.62
212,1961,male,"non-black, non-hispanic",12,12,57.814,65000,19.23
218,1957,male,"non-black, non-hispanic",16,15,81.447,370314,132.47
219,1959,female,"non-black, non-hispanic",20,13,60.012,125000,30.76
220,1961,female,"non-black, non-hispanic",19,11,89.381,130000,62.5
221,1964,female,black,10,6,5.315,2100,0.13
223,1962,male,black,10,8,9.19,61000,27.43
224,1960,female,black,12,10,13.326,14000,10
227,1957,female,black,12,9,6.599,30000,14.45
229,1963,female,"non-black, non-hispanic",11,9,52.042,1200,10
230,1964,male,"non-black, non-hispanic",14,7,34.084,80000,34.18
233,1964,male,"non-black, non-hispanic",12,9,31.472,50000,21.82
234,1961,male,"non-black, non-hispanic",10,10,35.461,92000,16
236,1961,female,"non-black, non-hispanic",14,10,71.673,50000,20
240,1962,female,"non-black, non-hispanic",12,10,50.483,45000,19.68
242,1958,female,"non-black, non-hispanic",12,12,30.481,101000,39.23
243,1958,male,"non-black, non-hispanic",12,12,62.957,128000,100
244,1957,female,"non-black, non-hispanic",12,12,73.828,12000,12.05
245,1962,female,"non-black, non-hispanic",14,10,81.929,36000,25.35
247,1959,male,"non-black, non-hispanic",20,13,52.544,120000,32.69
253,1964,male,"non-black, non-hispanic",11,8,34.745,30000,13.6
254,1961,female,"non-black, non-hispanic",12,11,94.821,43000,17.91
255,1962,female,"non-black, non-hispanic",12,10,46.148,22000,10.57
256,1961,female,"non-black, non-hispanic",14,11,56.308,12500,10
257,1964,male,"non-black, non-hispanic",12,8,58.214,11000,10
259,1959,male,"non-black, non-hispanic",12,12,56.348,57000,20
260,1961,male,"non-black, non-hispanic",16,11,83.227,75000,32.05
261,1963,male,"non-black, non-hispanic",12,9,73.36,105000,50.48
265,1962,female,"non-black, non-hispanic",16,10,96.501,18000,17
269,1959,male,"non-black, non-hispanic",16,13,83.698,370314,103.84
272,1957,female,"non-black, non-hispanic",16,16,94.116,3500,8.25
273,1959,male,"non-black, non-hispanic",14,13,64.372,48000,11.53
275,1963,female,"non-black, non-hispanic",14,9,72.963,69700,24.37
277,1959,male,"non-black, non-hispanic",12,12,32.567,30000,12.5
279,1962,male,"non-black, non-hispanic",12,10,59.272,101000,35.66
282,1963,female,"non-black, non-hispanic",16,9,85.4,30000,10.75
283,1958,male,hispanic,11,11,15.136,82000,40.86
284,1960,male,hispanic,14,12,44.708,148000,47.43
285,1961,female,hispanic,11,11,15.448,80000,22.5
286,1964,female,hispanic,14,8,62.147,70000,33.65
288,1961,female,"non-black, non-hispanic",12,11,15.312,21000,14.5
289,1962,female,"non-black, non-hispanic",12,10,28.861,10000,10
290,1960,female,hispanic,10,11,11.136,1002,5
291,1959,male,black,12,12,42.445,130,9
292,1957,female,"non-black, non-hispanic",20,15,92.223,66000,25.27
293,1959,female,"non-black, non-hispanic",13,12,91.927,73000,29.47
294,1961,female,"non-black, non-hispanic",12,12,62.191,75000,17
297,1957,female,"non-black, non-hispanic",12,12,68.168,30000,19.23
301,1961,male,hispanic,12,11,18.916,60000,28.84
303,1963,male,hispanic,12,9,7.399,36400,17.5
304,1964,male,hispanic,11,9,11.63,15000,10.15
306,1960,male,black,13,12,27.277,33000,17.3
307,1957,female,"non-black, non-hispanic",12,12,48.032,23000,12.1
309,1959,male,"non-black, non-hispanic",12,12,27.779,110000,47.56
310,1960,male,"non-black, non-hispanic",12,12,18.491,120000,19.23
311,1964,male,"non-black, non-hispanic",12,8,24.685,40000,19.23
312,1962,female,"non-black, non-hispanic",12,11,52.017,79675,37.27
313,1963,male,"non-black, non-hispanic",11,10,30.794,42000,19.65
316,1964,male,"non-black, non-hispanic",10,9,18.097,16964,11.5
317,1959,male,"non-black, non-hispanic",16,14,78.739,52000,20
320,1960,male,"non-black, non-hispanic",16,12,68.032,80000,30.76
323,1959,male,"non-black, non-hispanic",12,12,65.825,90000,34.61
335,1957,female,black,16,13,62.746,17000,17.25
336,1963,male,black,12,8,25.563,12000,10.9
339,1961,female,black,11,11,14.391,20000,12.67
340,1962,female,black,12,10,20.415,10000,8.5
342,1963,male,"non-black, non-hispanic",18,9,95.123,100000,42.73
343,1959,female,black,12,13,0.738,23000,11.05
346,1962,male,"non-black, non-hispanic",16,10,43.221,170000,57.69
347,1962,female,"non-black, non-hispanic",18,10,65.774,90000,54.08
350,1962,male,"non-black, non-hispanic",16,10,47.18,75000,24.86
354,1957,female,"non-black, non-hispanic",12,12,65.997,12000,8.92
355,1964,male,"non-black, non-hispanic",12,8,55.481,370314,92.3
356,1962,male,"non-black, non-hispanic",11,10,41.794,79000,36.05
357,1958,male,"non-black, non-hispanic",16,14,68.746,110000,44.07
358,1961,male,"non-black, non-hispanic",16,10,28.374,170000,33.65
362,1957,male,"non-black, non-hispanic",12,12,19.625,40000,17.5
363,1961,female,"non-black, non-hispanic",12,8,29.278,4000,19.23
364,1959,male,"non-black, non-hispanic",16,13,87.76,100000,27.97
365,1961,female,"non-black, non-hispanic",14,10,51.397,13000,6.41
367,1959,female,"non-black, non-hispanic",16,12,76.624,72000,34.61
368,1958,female,black,17,13,72.481,54085,29.3
369,1958,female,"non-black, non-hispanic",16,14,91.042,48000,121.79
370,1959,female,"non-black, non-hispanic",16,13,89.893,40000,30.76
373,1958,female,"non-black, non-hispanic",12,12,11.771,25600,13.5
375,1960,male,"non-black, non-hispanic",11,11,11.374,20000,7.25
376,1960,male,"non-black, non-hispanic",19,11,83.17,90000,43.26
378,1961,male,black,11,11,22.233,25000,12
380,1957,male,black,11,11,10.471,3000,27.13
381,1957,male,black,12,12,49.149,110000,48.07
388,1962,female,black,13,11,78.241,61000,25
391,1963,female,black,12,9,23.959,60000,22
392,1959,male,"non-black, non-hispanic",12,12,93.142,69000,26
393,1962,male,"non-black, non-hispanic",13,10,76.768,78000,37.5
394,1961,male,black,11,10,6.294,18000,6.66
399,1957,female,"non-black, non-hispanic",18,14,66.314,84000,35.89
400,1961,female,"non-black, non-hispanic",16,11,100,75000,34.61
401,1961,female,"non-black, non-hispanic",12,9,24.833,26000,8.5
402,1958,female,"non-black, non-hispanic",12,12,24.406,22000,11
405,1959,female,"non-black, non-hispanic",12,12,16.239,32000,16
406,1963,male,"non-black, non-hispanic",14,9,43.726,20162,12.25
407,1963,female,"non-black, non-hispanic",20,10,45.758,65000,42.73
408,1961,male,"non-black, non-hispanic",12,11,85.102,55000,33.8
409,1957,male,"non-black, non-hispanic",16,15,90.513,140000,51.28
412,1964,male,"non-black, non-hispanic",14,7,64.607,56000,26.92
415,1962,male,"non-black, non-hispanic",10,10,9.537,82000,34.61
417,1960,male,"non-black, non-hispanic",12,12,55.338,62000,29.8
418,1964,female,"non-black, non-hispanic",13,9,60.767,13780,13.25
420,1964,male,"non-black, non-hispanic",16,9,66.045,37500,17.94
422,1958,male,"non-black, non-hispanic",19,15,99.379,60000,28.84
424,1957,male,"non-black, non-hispanic",12,12,89.434,85000,35.5
426,1957,male,hispanic,12,12,27.838,75000,14.58
431,1960,female,"non-black, non-hispanic",14,12,78.081,40000,19.23
434,1963,male,"non-black, non-hispanic",12,9,65.734,35000,21.25
436,1963,female,"non-black, non-hispanic",12,9,68.679,24000,11.75
437,1957,female,"non-black, non-hispanic",12,12,71.472,25000,12.75
438,1962,female,"non-black, non-hispanic",12,10,79.95,41000,14.41
439,1961,female,"non-black, non-hispanic",16,11,75.485,87000,43.1
442,1957,female,"non-black, non-hispanic",13,12,64.195,20000,15.34
444,1961,female,"non-black, non-hispanic",16,11,80.238,2495,11.6
445,1964,male,"non-black, non-hispanic",16,8,93.639,82000,52.56
447,1962,male,"non-black, non-hispanic",12,9,16.163,52000,20
449,1960,female,"non-black, non-hispanic",12,12,47.638,18400,18
452,1964,female,"non-black, non-hispanic",18,8,55.829,47000,22.59
455,1959,female,"non-black, non-hispanic",20,13,94.516,43595,62.5
456,1958,male,"non-black, non-hispanic",17,14,48.986,82500,15.62
457,1960,male,"non-black, non-hispanic",16,12,78.555,75000,34.61
458,1961,female,"non-black, non-hispanic",18,11,86.548,80000,38.46
459,1963,female,"non-black, non-hispanic",18,9,85.905,42000,20.67
460,1961,female,"non-black, non-hispanic",14,11,31.254,33000,17.51
461,1961,male,"non-black, non-hispanic",12,11,90.491,92000,44.23
462,1960,female,"non-black, non-hispanic",18,13,95.252,45000,21.63
464,1959,male,"non-black, non-hispanic",14,13,79.33,70000,26.92
465,1963,female,"non-black, non-hispanic",12,9,85.844,15000,12.5
468,1958,male,"non-black, non-hispanic",16,12,90.968,370314,81.19
469,1964,male,hispanic,13,9,31.053,7000,6
470,1962,male,"non-black, non-hispanic",11,11,11.35,30000,19.23
472,1962,female,"non-black, non-hispanic",11,11,29.752,6000,9
474,1961,female,"non-black, non-hispanic",12,11,40.756,35000,16.67
478,1959,female,"non-black, non-hispanic",12,9,51.719,25000,16.92
479,1963,male,"non-black, non-hispanic",16,10,76.189,110000,33
480,1957,male,"non-black, non-hispanic",19,14,51.896,42311,16.95
481,1957,male,"non-black, non-hispanic",20,14,93.653,120000,57.69
482,1959,male,"non-black, non-hispanic",16,12,77.991,180000,69.23
483,1957,male,"non-black, non-hispanic",12,12,47.109,180000,57.69
484,1961,male,"non-black, non-hispanic",12,10,13.303,25000,8.01
485,1962,female,"non-black, non-hispanic",12,10,8.229,12000,14.31
486,1963,male,"non-black, non-hispanic",12,9,50.498,100000,38.46
487,1960,female,"non-black, non-hispanic",15,12,44.363,54000,25.96
488,1963,male,"non-black, non-hispanic",13,9,56.47,82000,28.15
489,1961,male,"non-black, non-hispanic",15,11,59.586,85000,40.86
491,1959,female,"non-black, non-hispanic",12,12,13.761,20000,12
492,1961,female,"non-black, non-hispanic",12,11,54.285,31000,16.55
495,1960,female,"non-black, non-hispanic",16,12,69.07,40729,19.58
496,1962,female,"non-black, non-hispanic",18,9,92.866,62000,24.23
499,1961,female,"non-black, non-hispanic",14,11,39.163,41000,21.15
500,1963,female,"non-black, non-hispanic",16,9,64.295,80000,38.46
501,1963,female,"non-black, non-hispanic",18,9,78.966,65000,24.03
502,1960,male,"non-black, non-hispanic",14,12,71.792,124000,52.99
513,1961,male,black,14,11,51.831,80000,28.59
517,1962,male,black,11,10,3.292,1300,11
520,1958,male,black,12,14,26.381,56000,18.56
522,1962,female,black,14,10,4.798,21600,16.75
527,1957,female,"non-black, non-hispanic",13,13,61.184,75000,32.05
528,1963,female,"non-black, non-hispanic",12,10,30.237,130000,41.66
533,1960,female,"non-black, non-hispanic",14,12,55.185,10000,10
534,1963,male,"non-black, non-hispanic",12,8,0.982,68500,32.93
535,1964,male,"non-black, non-hispanic",10,8,33.208,20000,9.68
541,1962,male,"non-black, non-hispanic",10,10,23.134,37000,17.71
544,1960,female,"non-black, non-hispanic",12,12,23.501,22000,10
546,1964,female,"non-black, non-hispanic",11,8,28.073,6000,6.66
547,1957,male,"non-black, non-hispanic",11,11,45.744,65000,31.25
548,1962,female,"non-black, non-hispanic",12,10,72.071,42000,18.75
549,1961,male,"non-black, non-hispanic",12,11,42.319,12000,43.2
553,1961,male,"non-black, non-hispanic",16,11,99.154,55000,21
554,1963,male,"non-black, non-hispanic",18,8,91.427,370314,69.93
558,1962,female,"non-black, non-hispanic",19,10,83.317,52000,18.53
559,1960,male,"non-black, non-hispanic",16,12,95.07,130000,55.55
560,1959,male,"non-black, non-hispanic",14,12,62.344,7800,37.5
562,1962,male,"non-black, non-hispanic",18,10,64.432,95000,37.11
564,1958,male,"non-black, non-hispanic",12,13,33.668,12000,13.66
565,1960,male,"non-black, non-hispanic",12,13,35.041,130000,50
567,1963,female,"non-black, non-hispanic",14,9,49.801,30000,15
568,1961,female,"non-black, non-hispanic",12,12,54.083,4500,23.07
570,1964,male,"non-black, non-hispanic",16,8,100,120000,46.15
571,1964,male,"non-black, non-hispanic",12,8,75.727,50000,20.03
573,1961,male,"non-black, non-hispanic",18,12,69.447,55000,13
576,1961,female,"non-black, non-hispanic",16,11,86.676,16630,12.82
579,1962,female,"non-black, non-hispanic",13,10,72.569,6000,8.25
583,1957,male,"non-black, non-hispanic",15,12,73.326,59518,22.69
590,1961,female,"non-black, non-hispanic",8,7,6.771,13735,10
594,1963,male,black,13,10,53.342,41000,17
606,1964,male,"non-black, non-hispanic",14,8,72.782,62000,28.84
608,1960,female,"non-black, non-hispanic",16,13,88.693,41000,19.71
609,1961,female,"non-black, non-hispanic",14,12,45.803,42000,26.5
611,1959,female,"non-black, non-hispanic",20,12,73.742,73000,156.25
614,1957,female,hispanic,18,12,15.699,85000,36.32
619,1957,female,"non-black, non-hispanic",12,10,47.764,31000,15.3
620,1958,male,black,12,11,0.742,60000,21
621,1960,female,black,11,10,2.528,48000,16.4
624,1963,male,black,17,10,30.312,80000,30.04
628,1964,male,black,12,8,2.853,1700,8
631,1958,male,"non-black, non-hispanic",11,11,22.379,47000,10.9
632,1960,female,"non-black, non-hispanic",10,9,1.31,22000,13.95
633,1957,male,"non-black, non-hispanic",12,12,68.248,4000,16.19
636,1961,female,"non-black, non-hispanic",12,10,34.526,34000,13.07
638,1961,male,"non-black, non-hispanic",12,11,52.167,100000,38.75
639,1963,male,"non-black, non-hispanic",12,9,60.396,44000,18.81
640,1963,female,"non-black, non-hispanic",12,10,77.715,70000,26.44
644,1958,male,"non-black, non-hispanic",20,14,90.12,157100,61.03
645,1961,male,"non-black, non-hispanic",20,11,86.137,98000,84.61
647,1960,male,"non-black, non-hispanic",13,12,43.472,59294,28.5
649,1957,male,"non-black, non-hispanic",17,15,85.54,110000,44.07
650,1961,female,"non-black, non-hispanic",16,11,77.736,49000,20.94
654,1964,female,"non-black, non-hispanic",14,7,92.083,11000,1.08
656,1962,female,"non-black, non-hispanic",18,10,92.993,22000,12.08
659,1959,male,"non-black, non-hispanic",12,12,39.786,75000,32.05
662,1962,female,"non-black, non-hispanic",12,9,70.5,23600,14.25
664,1960,female,"non-black, non-hispanic",17,12,47.912,60000,30.23
667,1964,male,"non-black, non-hispanic",14,8,70.912,128000,39.51
668,1964,female,"non-black, non-hispanic",14,8,25.253,30000,22.8
671,1962,male,black,16,11,79.303,30000,10.98
677,1962,female,black,12,12,47.975,27000,15
678,1961,male,black,12,10,18.326,7000,23
679,1958,male,black,12,12,8.563,26728,12.85
683,1960,female,black,18,12,45.808,40000,17.62
685,1962,male,"non-black, non-hispanic",12,10,55.366,9000,8
686,1963,male,"non-black, non-hispanic",18,9,79.313,82000,26.28
688,1962,female,"non-black, non-hispanic",14,9,41.58,28000,18.51
690,1962,male,"non-black, non-hispanic",13,11,72.907,40000,13.98
692,1962,female,"non-black, non-hispanic",12,10,36.055,40000,15.77
699,1957,female,"non-black, non-hispanic",14,14,18.419,12000,6.66
711,1961,male,"non-black, non-hispanic",12,11,38.582,50000,20
712,1959,female,"non-black, non-hispanic",14,12,80.637,51000,24
714,1964,male,"non-black, non-hispanic",10,8,26.688,37000,14.23
717,1962,male,"non-black, non-hispanic",12,9,30.429,56240,19
719,1958,male,"non-black, non-hispanic",12,12,6.818,62500,17.25
720,1960,female,"non-black, non-hispanic",12,12,36.158,26000,12.25
721,1962,female,"non-black, non-hispanic",12,11,24.725,29000,15.38
723,1962,female,"non-black, non-hispanic",12,10,26.792,30000,14.03
724,1961,female,"non-black, non-hispanic",15,11,78.513,4000,13.46
729,1959,male,"non-black, non-hispanic",12,13,69.855,370314,576.92
730,1960,male,"non-black, non-hispanic",16,12,70.604,180000,69.23
732,1959,male,"non-black, non-hispanic",12,12,51.017,32000,9.04
736,1963,female,"non-black, non-hispanic",12,9,25.168,50000,17.58
737,1963,male,"non-black, non-hispanic",12,9,19.153,90000,20.6
740,1962,female,"non-black, non-hispanic",14,10,91.432,28000,20.51
742,1958,male,"non-black, non-hispanic",17,14,64.45,130000,62.5
743,1959,female,"non-black, non-hispanic",20,13,80.579,20000,19.23
744,1959,female,black,12,12,2.203,13000,11.95
745,1957,female,black,12,12,31.508,39000,21.63
746,1961,female,"non-black, non-hispanic",14,11,65.278,51000,156.07
747,1963,male,"non-black, non-hispanic",12,9,70.368,41545,19.97
751,1963,male,"non-black, non-hispanic",14,9,28.746,90000,37.1
755,1961,female,hispanic,12,11,54.906,28000,18
756,1964,female,hispanic,12,8,20.084,26000,12
757,1961,female,black,20,11,31.118,53000,23.25
762,1960,male,hispanic,12,11,48.786,104000,24.79
763,1962,male,hispanic,12,10,34.18,42000,14
768,1962,female,"non-black, non-hispanic",12,10,75.744,14000,9.46
770,1961,female,"non-black, non-hispanic",11,10,31.921,26000,9.04
772,1959,male,"non-black, non-hispanic",14,12,52.482,92000,24.54
774,1960,male,"non-black, non-hispanic",14,11,53.534,37000,18.6
775,1958,female,"non-black, non-hispanic",16,14,66.148,12000,9.23
777,1962,male,"non-black, non-hispanic",16,10,79.85,116000,40
778,1964,male,"non-black, non-hispanic",20,8,89.794,72000,30.76
793,1958,male,"non-black, non-hispanic",15,15,61.347,23000,15
796,1960,male,"non-black, non-hispanic",16,13,94.119,70000,33.65
797,1961,male,"non-black, non-hispanic",12,11,68.375,78000,30.05
798,1962,female,"non-black, non-hispanic",12,10,35.662,300,9
799,1963,male,"non-black, non-hispanic",12,9,34.051,49000,21.15
800,1960,male,"non-black, non-hispanic",14,12,32.078,80000,38.46
802,1961,male,"non-black, non-hispanic",12,10,17.362,33280,16
803,1962,female,"non-black, non-hispanic",12,9,78,12000,11.85
804,1964,female,"non-black, non-hispanic",14,8,40.982,6000,19.23
807,1962,male,"non-black, non-hispanic",16,11,76.332,125000,52
810,1960,female,"non-black, non-hispanic",16,13,91.719,102000,40.86
811,1959,female,"non-black, non-hispanic",14,13,63.642,17886,11.35
812,1960,female,"non-black, non-hispanic",16,12,86.99,42000,17.48
813,1959,male,"non-black, non-hispanic",16,13,85.915,52500,18.96
817,1964,male,"non-black, non-hispanic",16,8,81.325,130000,49.14
820,1960,female,"non-black, non-hispanic",16,11,49.039,110000,25.64
823,1961,male,"non-black, non-hispanic",16,10,24.129,29000,12.39
825,1958,male,"non-black, non-hispanic",17,13,89.264,80000,36.32
827,1959,male,"non-black, non-hispanic",18,12,92.042,370314,101.7
828,1961,female,"non-black, non-hispanic",13,10,16.956,1200,8.72
829,1957,female,"non-black, non-hispanic",20,15,38.888,35000,19.23
832,1962,male,black,12,11,38.997,15000,5.23
833,1964,male,black,12,8,3.311,32000,16
834,1959,female,black,12,12,13.045,28000,13
841,1958,female,"non-black, non-hispanic",12,12,57.519,32000,20.8
843,1962,female,"non-black, non-hispanic",12,10,34.453,24000,10.5
844,1963,male,"non-black, non-hispanic",12,9,36.845,1400,7.75
847,1958,male,black,13,14,22.976,84000,46.15
848,1958,female,"non-black, non-hispanic",12,12,32.304,25000,12.04
849,1960,female,"non-black, non-hispanic",12,12,36.881,24100,11.55
850,1961,male,"non-black, non-hispanic",13,10,82.62,93000,28
851,1960,male,"non-black, non-hispanic",12,12,55.782,48000,20.1
854,1962,female,"non-black, non-hispanic",12,9,50.954,35000,15.91
856,1960,female,"non-black, non-hispanic",13,12,83.737,32000,16.2
857,1962,female,"non-black, non-hispanic",14,10,47.207,40000,32.05
859,1960,male,"non-black, non-hispanic",12,11,23.25,60000,20.97
860,1961,male,"non-black, non-hispanic",12,10,69.283,31000,16
861,1962,female,"non-black, non-hispanic",12,10,49.173,32500,14.39
862,1959,female,"non-black, non-hispanic",11,11,41.383,34000,16.34
863,1959,male,"non-black, non-hispanic",12,12,38.088,170000,56.08
865,1959,male,"non-black, non-hispanic",12,12,58.337,40000,19.23
868,1960,male,"non-black, non-hispanic",15,11,91.6,48000,23.5
871,1964,male,"non-black, non-hispanic",11,8,70.262,125000,46.15
872,1960,male,"non-black, non-hispanic",16,12,71.872,370314,69.93
874,1963,male,"non-black, non-hispanic",18,9,94.976,60000,33.07
879,1964,female,"non-black, non-hispanic",18,8,79.765,62000,19.39
881,1960,male,"non-black, non-hispanic",16,12,80.898,130000,60.09
882,1962,male,"non-black, non-hispanic",17,10,64.498,37000,22.43
883,1964,female,"non-black, non-hispanic",16,8,75.516,50000,24.03
884,1958,female,"non-black, non-hispanic",18,13,98.089,38432,18.5
886,1960,female,"non-black, non-hispanic",18,11,92.741,112000,53.84
887,1960,female,"non-black, non-hispanic",18,11,56.311,80000,30.76
888,1958,male,"non-black, non-hispanic",12,12,21.826,65000,25
889,1958,female,"non-black, non-hispanic",14,12,45.056,23000,11.53
890,1959,male,"non-black, non-hispanic",20,13,82.756,370314,202.99
891,1960,male,"non-black, non-hispanic",12,12,42.935,80000,39.56
896,1961,female,"non-black, non-hispanic",19,12,98.804,35000,22.43
897,1963,female,"non-black, non-hispanic",14,9,82.852,6000,8.25
898,1964,female,"non-black, non-hispanic",16,8,79.576,84000,22.69
899,1957,male,"non-black, non-hispanic",15,15,83.208,35000,14
900,1961,female,"non-black, non-hispanic",15,11,72.257,13000,14.32
902,1962,male,"non-black, non-hispanic",17,9,82.49,100000,32.86
906,1964,female,"non-black, non-hispanic",16,8,93.511,110000,42.3
907,1960,male,"non-black, non-hispanic",18,12,93.432,17664,0.03
908,1961,male,"non-black, non-hispanic",12,10,82.465,46000,21.63
909,1964,female,"non-black, non-hispanic",12,8,61.363,38000,17.78
