id,birth_yr,gender,race,schooling,parent_edu,afqt,income,wage
4493,1958,female,"non-black, non-hispanic",18,14,55.158,65000,31.87
4497,1961,male,"non-black, non-hispanic",12,11,25.91,21000,31.28
4498,1963,male,"non-black, non-hispanic",12,9,61.509,47000,25
4500,1962,male,"non-black, non-hispanic",14,10,21.318,30320,14.8
4503,1961,male,"non-black, non-hispanic",11,10,4.853,30000,11.53
4506,1962,female,"non-black, non-hispanic",12,9,17.592,38000,17.5
4508,1957,male,"non-black, non-hispanic",16,15,57.865,60000,28.84
4509,1963,male,"non-black, non-hispanic",14,8,98.905,73000,36.62
4511,1959,male,"non-black, non-hispanic",14,13,68.723,130000,55.55
4514,1957,male,"non-black, non-hispanic",16,15,83.129,103000,36.01
4517,1960,male,"non-black, non-hispanic",15,12,26.623,370314,50.32
4518,1964,male,"non-black, non-hispanic",16,7,30.349,79000,37.98
4531,1961,male,"non-black, non-hispanic",16,12,66.623,125000,40.38
4532,1958,male,hispanic,16,15,70.375,75000,34.61
4534,1957,female,"non-black, non-hispanic",12,12,72.163,45000,21.63
4535,1959,male,"non-black, non-hispanic",13,10,100,72000,38.55
4536,1957,female,"non-black, non-hispanic",12,12,57.342,22000,14
4537,1960,female,black,18,11,37.936,84000,24.85
4538,1957,female,"non-black, non-hispanic",12,12,41.962,46000,22
4540,1962,male,"non-black, non-hispanic",16,10,32.671,69000,34.34
4542,1962,male,hispanic,12,9,7.817,1500,17
4543,1963,female,hispanic,12,8,18.514,11000,11
4545,1957,male,"non-black, non-hispanic",12,11,52.814,85000,23.35
4546,1958,female,"non-black, non-hispanic",12,12,31.346,4800,11
4548,1963,male,"non-black, non-hispanic",16,8,89.282,370314,68.37
4549,1964,male,"non-black, non-hispanic",18,8,64.27,110000,47
4550,1958,male,"non-black, non-hispanic",16,13,76.532,110000,50.36
4555,1958,male,"non-black, non-hispanic",16,14,88.66,370314,119.6
4560,1958,female,"non-black, non-hispanic",14,13,64.81,11160,0.92
4561,1963,female,"non-black, non-hispanic",12,8,63.671,23000,10.16
4563,1961,male,"non-black, non-hispanic",12,12,43.186,130000,32.69
4565,1963,female,"non-black, non-hispanic",16,9,42.885,136000,58.11
4566,1961,male,"non-black, non-hispanic",12,12,74.431,184000,46.51
4569,1960,male,"non-black, non-hispanic",12,12,76.485,90000,34.61
4571,1959,female,"non-black, non-hispanic",15,13,48.11,3800,15
4572,1963,male,"non-black, non-hispanic",13,9,54.282,59000,27.55
4576,1961,female,"non-black, non-hispanic",18,11,35.674,15000,12
4577,1963,male,"non-black, non-hispanic",12,9,44.479,35000,16.82
4586,1964,male,"non-black, non-hispanic",14,9,85.959,57000,27.4
4589,1959,female,"non-black, non-hispanic",12,12,35.236,48000,29.15
4590,1958,female,"non-black, non-hispanic",18,14,74.952,110000,52.88
4594,1959,female,"non-black, non-hispanic",12,12,35.76,22000,17.11
4602,1959,female,"non-black, non-hispanic",14,14,60.716,27000,12.98
4604,1963,female,"non-black, non-hispanic",13,9,42.318,2400,15.75
4607,1958,male,"non-black, non-hispanic",16,13,58.25,70000,40
4609,1960,male,"non-black, non-hispanic",20,12,91.857,102000,33.65
4616,1963,female,"non-black, non-hispanic",18,10,92.881,75000,36.05
4623,1964,male,"non-black, non-hispanic",12,9,22.535,68000,34.5
4625,1957,female,"non-black, non-hispanic",16,15,81.014,85000,55
4626,1958,female,"non-black, non-hispanic",18,15,65.198,155000,78.12
4627,1957,female,"non-black, non-hispanic",13,13,51.409,14000,12
4630,1963,male,"non-black, non-hispanic",12,10,44.75,160000,61.53
4632,1964,female,"non-black, non-hispanic",16,8,60.639,35000,9.61
4633,1959,male,"non-black, non-hispanic",12,13,35.588,92000,48.5
4634,1960,male,"non-black, non-hispanic",18,13,68.487,370314,204.32
4635,1962,male,"non-black, non-hispanic",16,10,92.94,90000,38.46
4636,1960,male,"non-black, non-hispanic",14,12,31.028,100000,34.87
4638,1961,female,"non-black, non-hispanic",14,11,4.875,25000,14
4642,1964,male,"non-black, non-hispanic",13,9,55.007,370314,49
4643,1962,male,"non-black, non-hispanic",14,10,24.298,58000,27.88
4645,1958,female,hispanic,15,13,48.019,13000,11.53
4648,1964,male,"non-black, non-hispanic",16,8,85.471,95000,36.53
4650,1961,female,"non-black, non-hispanic",16,11,62.142,100000,55.28
4652,1960,male,"non-black, non-hispanic",12,12,92.296,55245,32.93
4654,1964,male,"non-black, non-hispanic",16,9,52.935,13000,4.16
4655,1963,female,"non-black, non-hispanic",16,9,53.313,30000,23
4661,1961,male,"non-black, non-hispanic",16,11,78.036,52000,25
4662,1963,female,"non-black, non-hispanic",16,9,98.483,30000,20
4668,1960,male,"non-black, non-hispanic",16,11,81.304,174000,55.76
4669,1964,male,"non-black, non-hispanic",12,9,30.372,46000,21
4672,1959,female,"non-black, non-hispanic",14,12,19.543,50000,15
4673,1957,male,"non-black, non-hispanic",12,12,9.478,48000,23
4675,1960,female,"non-black, non-hispanic",13,12,48.409,45000,20.19
4679,1959,female,"non-black, non-hispanic",14,13,70.403,20000,14.88
4686,1958,female,"non-black, non-hispanic",16,13,85.163,50000,50
4687,1962,male,"non-black, non-hispanic",13,10,84.843,99354,47.61
4688,1959,male,"non-black, non-hispanic",16,12,90.899,370314,128.2
4690,1963,female,"non-black, non-hispanic",12,9,89.812,10000,21.36
4691,1961,female,"non-black, non-hispanic",18,11,94.121,104000,57.3
4692,1964,female,"non-black, non-hispanic",20,8,97.585,32000,20.51
4695,1958,male,black,16,14,92.725,115000,49
4698,1964,male,"non-black, non-hispanic",16,9,69.532,175000,67.3
4701,1960,male,"non-black, non-hispanic",12,12,59.027,144000,52.69
4702,1963,male,"non-black, non-hispanic",14,10,85.659,106000,37.06
4707,1964,male,"non-black, non-hispanic",13,8,65.045,94000,45.19
4712,1962,male,black,10,9,10.01,18000,15
4714,1963,female,"non-black, non-hispanic",12,9,64.763,65000,31.25
4716,1959,male,"non-black, non-hispanic",12,12,8.573,138000,55.28
4720,1957,male,"non-black, non-hispanic",12,12,50.743,72000,34.61
4722,1961,male,"non-black, non-hispanic",12,11,44.638,44000,16.92
4723,1958,female,"non-black, non-hispanic",16,13,69.38,20000,24.85
4731,1959,male,"non-black, non-hispanic",12,11,16.497,26552,12.76
4732,1962,male,"non-black, non-hispanic",12,9,19.224,2500,8.5
4733,1959,female,"non-black, non-hispanic",11,11,16.996,12000,7.85
4734,1962,female,"non-black, non-hispanic",12,10,23.5,20000,15.93
4737,1959,male,"non-black, non-hispanic",16,12,67.58,58000,23
4738,1957,male,"non-black, non-hispanic",16,12,59.362,71700,29.28
4742,1959,female,"non-black, non-hispanic",16,13,100,33000,15.42
4748,1960,female,"non-black, non-hispanic",12,9,40.539,17000,9.08
4752,1963,male,"non-black, non-hispanic",12,9,60.219,34000,19.53
4753,1958,female,"non-black, non-hispanic",16,15,89.164,64000,20.76
4755,1962,male,"non-black, non-hispanic",12,9,56.643,28000,12.5
4756,1963,male,"non-black, non-hispanic",18,10,100,370314,74.78
4758,1961,female,"non-black, non-hispanic",18,11,84.623,58000,23.23
4759,1958,male,"non-black, non-hispanic",12,12,41.732,70000,23.2
4760,1963,male,"non-black, non-hispanic",16,9,95.519,84000,26.92
4762,1962,female,"non-black, non-hispanic",12,10,39.656,33000,15.93
4763,1957,female,"non-black, non-hispanic",12,12,42.234,37000,16.56
4767,1958,male,"non-black, non-hispanic",20,14,100,42000,17.09
4768,1959,female,"non-black, non-hispanic",14,12,88.406,43500,21.85
4769,1959,female,"non-black, non-hispanic",12,12,41.929,25000,12.5
4770,1963,male,"non-black, non-hispanic",12,9,56.987,34000,17
4772,1957,female,"non-black, non-hispanic",12,12,45.131,38000,13.5
4774,1957,female,"non-black, non-hispanic",12,12,44.272,21000,11
4776,1962,male,"non-black, non-hispanic",12,9,11.451,42000,100.96
4778,1963,female,"non-black, non-hispanic",12,9,29.236,35000,10
4779,1964,male,"non-black, non-hispanic",11,9,16.44,30000,28.57
4780,1959,female,"non-black, non-hispanic",12,12,34.125,25000,14.49
4782,1959,female,"non-black, non-hispanic",11,11,11.661,2000,1.53
4785,1962,female,"non-black, non-hispanic",13,10,54.385,21000,11
4788,1959,male,"non-black, non-hispanic",13,12,43.564,80000,36.63
4793,1963,male,"non-black, non-hispanic",16,9,86.859,98000,40.59
4794,1964,male,"non-black, non-hispanic",12,8,65.893,40000,16.02
4795,1964,female,"non-black, non-hispanic",16,8,89.109,50000,9.5
4796,1962,female,"non-black, non-hispanic",12,10,61.169,25000,12.2
4799,1961,male,"non-black, non-hispanic",18,10,93.854,48000,23.76
4800,1958,male,"non-black, non-hispanic",14,12,43.655,45000,19.23
4802,1963,female,"non-black, non-hispanic",16,9,46.574,34600,15.86
4803,1963,female,"non-black, non-hispanic",13,8,82.637,13000,12.86
4804,1963,female,"non-black, non-hispanic",12,9,53.937,18550,6.64
4805,1961,male,"non-black, non-hispanic",14,10,61.977,7266,15
4807,1957,female,"non-black, non-hispanic",11,11,60.6,36112,17.36
4808,1960,male,"non-black, non-hispanic",12,12,77.514,77500,32.47
4809,1963,female,"non-black, non-hispanic",12,9,11.491,39000,17.06
4810,1958,female,"non-black, non-hispanic",12,11,74.194,61000,26.66
4813,1964,male,"non-black, non-hispanic",14,8,62.75,104000,39
4815,1959,female,"non-black, non-hispanic",14,13,90.394,80000,43.95
4816,1963,male,"non-black, non-hispanic",18,8,97.105,370314,62.69
4818,1960,male,"non-black, non-hispanic",12,12,81.962,12000,9.3
4819,1958,female,"non-black, non-hispanic",13,13,93.878,30000,15.63
4820,1960,female,"non-black, non-hispanic",16,12,79.014,44000,11
4821,1964,female,"non-black, non-hispanic",16,8,98.376,75000,30.2
4822,1957,female,"non-black, non-hispanic",12,12,44.296,29000,13.94
4825,1958,male,"non-black, non-hispanic",14,12,81.855,59000,24.59
4826,1960,female,"non-black, non-hispanic",18,12,71.626,70000,30.76
4828,1961,male,"non-black, non-hispanic",16,11,83.353,93000,30.5
4829,1962,male,"non-black, non-hispanic",16,9,90.563,370314,80.12
4830,1964,male,"non-black, non-hispanic",16,7,93.01,150000,48.07
4831,1964,male,"non-black, non-hispanic",18,7,95.503,45000,22.77
4832,1961,male,"non-black, non-hispanic",14,11,77.854,53600,24
4834,1962,male,"non-black, non-hispanic",13,10,56.188,89000,41.87
4840,1962,male,"non-black, non-hispanic",14,9,84.43,26600,12.76
4842,1963,female,"non-black, non-hispanic",18,8,55.403,92000,29.8
4843,1964,male,"non-black, non-hispanic",14,8,54.678,56000,27.4
4844,1964,female,"non-black, non-hispanic",13,8,30.696,4000,4
4849,1963,female,"non-black, non-hispanic",12,9,44.859,21000,10
4854,1962,male,"non-black, non-hispanic",13,10,71.423,27000,10.5
4855,1964,male,"non-black, non-hispanic",15,8,72.615,85000,40.86
4858,1960,male,"non-black, non-hispanic",14,12,75.431,80000,40.86
4859,1960,male,"non-black, non-hispanic",14,12,91.95,42000,25.14
4860,1963,male,"non-black, non-hispanic",12,9,26.923,130000,48.07
4862,1963,male,"non-black, non-hispanic",12,8,92.938,58000,22.48
4864,1962,female,"non-black, non-hispanic",12,10,41.211,27000,19.41
4865,1964,female,"non-black, non-hispanic",14,8,69.395,32000,18.52
4870,1963,female,"non-black, non-hispanic",20,10,81.774,37000,16.48
4871,1961,female,"non-black, non-hispanic",16,11,95.394,38000,18.26
4872,1963,female,"non-black, non-hispanic",20,9,28.043,1200,83.33
4873,1961,female,"non-black, non-hispanic",16,11,89.918,60000,29
4874,1960,female,"non-black, non-hispanic",17,12,95.54,60000,22.55
4876,1961,female,"non-black, non-hispanic",12,11,67.661,32000,19.41
4877,1957,male,"non-black, non-hispanic",16,12,95.272,55000,26.44
4878,1962,female,"non-black, non-hispanic",18,10,91.182,65000,34.61
4880,1959,female,"non-black, non-hispanic",15,13,53.053,33000,18.07
4881,1958,male,"non-black, non-hispanic",14,14,66.586,120000,46.15
4883,1957,male,"non-black, non-hispanic",12,12,50.386,45000,25
4884,1958,male,"non-black, non-hispanic",12,12,67.232,51300,24.66
4889,1957,male,"non-black, non-hispanic",14,14,78.181,40000,12.82
4890,1957,female,"non-black, non-hispanic",13,13,38.555,30000,14.42
4892,1960,male,"non-black, non-hispanic",16,12,56.759,65000,25
4894,1962,male,"non-black, non-hispanic",16,10,77.629,90000,43.26
4896,1958,male,"non-black, non-hispanic",16,13,80.642,130000,62.5
4897,1961,male,"non-black, non-hispanic",16,10,76.176,125000,60
4898,1962,male,"non-black, non-hispanic",18,8,70.619,120000,27.4
4900,1957,male,"non-black, non-hispanic",12,12,55.398,56000,26.92
4901,1959,male,"non-black, non-hispanic",12,11,23.682,32000,15
4902,1958,male,"non-black, non-hispanic",12,11,29.39,30000,14.42
4903,1958,male,"non-black, non-hispanic",12,12,28.531,35000,17.81
4904,1962,male,"non-black, non-hispanic",12,9,21.305,38000,18.43
4906,1964,female,"non-black, non-hispanic",12,7,8.811,12000,7.69
4911,1961,male,"non-black, non-hispanic",12,11,70.097,10000,4.8
4913,1964,male,"non-black, non-hispanic",12,8,51.507,80000,21.97
4914,1959,male,"non-black, non-hispanic",12,12,25.611,52000,25
4915,1960,male,"non-black, non-hispanic",9,9,10.62,22000,15.75
4919,1960,female,"non-black, non-hispanic",12,11,38.709,73000,36.34
4920,1963,female,"non-black, non-hispanic",12,9,45.899,49000,20.13
4921,1959,male,"non-black, non-hispanic",20,13,92.503,104000,39.23
4922,1964,female,"non-black, non-hispanic",13,8,63.204,15000,10.56
4924,1958,female,"non-black, non-hispanic",12,13,43.271,45000,19.23
4926,1958,male,"non-black, non-hispanic",12,12,51.554,54000,25.96
4927,1964,female,"non-black, non-hispanic",12,8,83.641,80000,38.46
4929,1960,female,"non-black, non-hispanic",15,12,49.657,29170,16.26
4930,1962,female,"non-black, non-hispanic",12,11,41.842,41889,20.13
4931,1964,female,"non-black, non-hispanic",14,8,81.658,22000,14
4934,1960,female,"non-black, non-hispanic",12,11,23.927,24000,11.58
4939,1957,male,"non-black, non-hispanic",12,14,60.522,20500,8.95
4940,1959,male,"non-black, non-hispanic",8,8,10.132,23000,15.35
4942,1964,male,"non-black, non-hispanic",12,7,13.494,74020,23.79
4943,1960,female,"non-black, non-hispanic",16,12,31.353,65000,34.09
4945,1960,male,"non-black, non-hispanic",12,11,25.492,60000,28.84
4946,1960,male,hispanic,10,9,2.893,50000,18
4947,1963,female,hispanic,8,7,5.405,22000,24.5
4953,1963,female,"non-black, non-hispanic",12,10,74.689,19200,12
4954,1962,female,"non-black, non-hispanic",18,10,73.712,80000,32.22
4955,1964,female,"non-black, non-hispanic",13,9,64.713,40000,20
4956,1964,female,"non-black, non-hispanic",20,8,69.387,68000,33.65
4958,1964,female,"non-black, non-hispanic",12,9,38.918,16909,16
4959,1962,female,"non-black, non-hispanic",15,10,97.692,65000,31.25
4961,1962,male,"non-black, non-hispanic",12,10,69.186,100000,48.07
4962,1964,female,"non-black, non-hispanic",14,9,74.484,62000,31.73
4966,1958,female,"non-black, non-hispanic",12,12,47.582,17000,7.25
4968,1963,female,"non-black, non-hispanic",14,10,90.36,75760,30.55
4969,1961,male,hispanic,12,10,0.638,42000,19.25
4972,1962,female,"non-black, non-hispanic",12,10,33.643,16000,12.01
4975,1957,female,"non-black, non-hispanic",18,16,92.247,70000,29.91
4976,1964,female,"non-black, non-hispanic",16,8,85.066,112000,55.28
4981,1963,female,hispanic,14,9,27.358,45000,17.3
4983,1963,male,"non-black, non-hispanic",12,8,21.009,40700,19
4987,1959,female,"non-black, non-hispanic",15,14,86.508,32000,17.88
4988,1960,female,"non-black, non-hispanic",16,11,77.733,1000,11.5
4989,1960,female,"non-black, non-hispanic",16,11,76.676,36000,26.15
4997,1962,female,"non-black, non-hispanic",14,11,75.073,85000,40.86
4998,1962,male,"non-black, non-hispanic",16,10,80.394,65000,25
4999,1957,female,"non-black, non-hispanic",19,16,67.037,56000,26.92
5000,1958,male,"non-black, non-hispanic",20,14,96.167,370314,160.25
5001,1961,female,"non-black, non-hispanic",16,12,67.504,24000,11.53
5003,1957,female,"non-black, non-hispanic",18,16,70.669,370314,96.15
5006,1963,male,"non-black, non-hispanic",20,10,99.328,370314,67.3
5012,1964,male,"non-black, non-hispanic",20,9,87.153,370314,230.76
5013,1963,male,hispanic,13,9,70.564,130000,51.28
5017,1959,male,"non-black, non-hispanic",13,13,84.38,135000,57.69
5020,1957,male,"non-black, non-hispanic",16,14,91.144,80000,38.46
5021,1960,male,"non-black, non-hispanic",18,11,94.331,10000,5.49
5023,1959,female,"non-black, non-hispanic",18,14,78.873,56000,20.71
5024,1957,male,"non-black, non-hispanic",12,12,30.607,370314,115.38
5025,1961,female,"non-black, non-hispanic",14,11,64.441,80000,12.98
5028,1959,female,"non-black, non-hispanic",16,13,96.183,370314,100
5029,1961,male,"non-black, non-hispanic",16,12,100,155000,64.1
5030,1959,male,"non-black, non-hispanic",16,12,79.474,37000,17.94
5031,1963,male,"non-black, non-hispanic",14,8,56.438,50400,21.7
5032,1960,female,"non-black, non-hispanic",14,12,84.165,40000,22.3
5033,1960,male,"non-black, non-hispanic",12,12,67.488,98000,37.47
5036,1961,male,"non-black, non-hispanic",18,11,96.696,370314,128.2
5037,1958,female,"non-black, non-hispanic",12,13,25.844,16000,10
5038,1964,female,"non-black, non-hispanic",16,7,58.584,70000,26
5039,1963,male,"non-black, non-hispanic",18,8,66.719,55000,25
5041,1961,female,hispanic,12,11,13.195,24000,10
5043,1963,female,black,12,9,36.172,44000,14.34
5045,1957,female,hispanic,12,12,6.944,12000,2.69
5048,1959,male,"non-black, non-hispanic",15,12,71.788,45500,14.58
5051,1964,male,"non-black, non-hispanic",12,8,69.976,63000,0.96
5054,1960,male,"non-black, non-hispanic",18,12,44.084,30000,11.92
5055,1962,female,"non-black, non-hispanic",14,11,52.035,88000,24.17
5059,1960,female,black,12,12,34.205,8000,13.95
5060,1957,female,"non-black, non-hispanic",12,12,17.529,11245,13.7
5063,1962,female,"non-black, non-hispanic",12,11,38.648,24000,13.95
5064,1960,female,"non-black, non-hispanic",9,9,54.657,13000,12.5
5067,1962,male,"non-black, non-hispanic",16,10,68.316,140000,67.3
5069,1962,female,"non-black, non-hispanic",12,8,20.709,15000,10.83
5071,1958,female,black,12,12,21.379,100,7.5
5073,1963,male,black,12,10,23.158,15000,25.96
5074,1957,female,black,14,14,24.969,42000,20.83
5075,1957,male,black,12,11,14.171,6000,3.47
5076,1958,female,black,12,14,13.289,25000,8.33
5077,1960,female,black,11,10,1.931,18000,10.22
5093,1963,male,"non-black, non-hispanic",16,9,76.759,100000,48.07
5094,1958,male,"non-black, non-hispanic",12,13,22.029,10000,8
5095,1963,male,"non-black, non-hispanic",20,9,73.751,24000,11.53
5099,1963,female,"non-black, non-hispanic",16,9,97.61,85000,36.32
5101,1959,female,"non-black, non-hispanic",14,13,57.477,30000,14.46
5102,1961,male,"non-black, non-hispanic",16,11,48.968,8263,12
5104,1963,female,"non-black, non-hispanic",12,9,73.979,42000,25
5106,1963,male,"non-black, non-hispanic",12,8,23.45,85000,25.14
5107,1962,female,"non-black, non-hispanic",19,10,89.381,95000,57.69
5108,1957,female,"non-black, non-hispanic",16,16,98.645,59000,26.92
5109,1962,male,"non-black, non-hispanic",12,8,24.065,15000,14.18
5113,1960,female,"non-black, non-hispanic",13,12,65.262,69000,26.53
5117,1959,female,"non-black, non-hispanic",9,10,28.392,12000,8.5
5119,1958,female,black,12,13,10.923,25000,7.66
5123,1960,female,"non-black, non-hispanic",12,11,38.717,30000,15.5
5124,1959,female,"non-black, non-hispanic",16,14,89.72,88000,28.84
5129,1963,male,"non-black, non-hispanic",16,9,86.307,50000,24.62
5131,1964,female,"non-black, non-hispanic",12,9,78.06,500,0.21
5134,1962,female,"non-black, non-hispanic",15,10,47.968,20000,14.95
5140,1959,female,"non-black, non-hispanic",16,12,60.402,37000,32
5141,1959,male,hispanic,13,13,74.891,50000,21.63
5142,1961,female,hispanic,12,12,60.518,27000,17.8
5143,1962,female,hispanic,19,10,80.74,4000,22.6
5144,1961,male,"non-black, non-hispanic",12,12,50.547,40000,24
5145,1959,male,"non-black, non-hispanic",12,12,81.861,50000,14.79
5146,1962,male,"non-black, non-hispanic",12,10,2.644,35000,16.82
5148,1958,female,"non-black, non-hispanic",12,12,22.814,5000,5.3
5149,1962,male,"non-black, non-hispanic",12,11,72.306,3000,8
5156,1963,male,"non-black, non-hispanic",13,10,58.127,150000,33.22
5161,1962,male,"non-black, non-hispanic",12,11,55.622,40000,17.35
5162,1962,female,"non-black, non-hispanic",12,11,80.536,127000,40.38
5165,1960,male,"non-black, non-hispanic",12,12,19.065,20000,4.54
5166,1964,male,"non-black, non-hispanic",16,9,98.687,50000,17.8
5167,1960,male,"non-black, non-hispanic",12,12,30.097,73000,35.09
5168,1961,male,"non-black, non-hispanic",18,12,73.682,24000,10.25
5169,1964,female,"non-black, non-hispanic",18,9,52.354,4400,35
5170,1958,male,"non-black, non-hispanic",20,14,83.498,113000,48.29
5174,1962,male,"non-black, non-hispanic",14,11,84.442,68000,33.05
5178,1961,male,"non-black, non-hispanic",13,11,70.507,35000,18.44
5179,1963,female,"non-black, non-hispanic",12,9,53.747,19000,10.77
5180,1964,female,"non-black, non-hispanic",12,8,61.711,12000,12.43
5181,1961,male,"non-black, non-hispanic",14,10,67.194,91500,31.46
5184,1964,male,"non-black, non-hispanic",12,7,37.165,48000,16.15
5185,1964,male,"non-black, non-hispanic",19,8,91.441,83000,33.33
5186,1958,male,"non-black, non-hispanic",12,12,42.843,34000,7.5
5187,1960,male,"non-black, non-hispanic",13,10,60.646,36000,16.87
5191,1960,female,"non-black, non-hispanic",14,12,75.345,27000,14.27
5192,1961,male,"non-black, non-hispanic",12,11,24.074,51000,20
5195,1961,female,"non-black, non-hispanic",13,11,56.535,36000,17.28
5197,1963,male,"non-black, non-hispanic",16,9,72.335,120000,56.08
5203,1963,male,hispanic,14,8,8.159,78000,11.5
5208,1960,female,"non-black, non-hispanic",14,12,75.701,35000,11.75
5209,1963,female,"non-black, non-hispanic",12,9,26.294,20300,9.79
5212,1957,female,"non-black, non-hispanic",16,12,72.412,1392,5.8
5215,1962,male,"non-black, non-hispanic",12,9,10.577,23000,11.62
5217,1963,male,hispanic,11,9,62.905,51000,15.53
5220,1963,male,"non-black, non-hispanic",15,8,33.695,100000,23.07
5222,1963,male,hispanic,14,9,46.218,100000,2.56
5225,1960,female,"non-black, non-hispanic",12,11,31.975,120000,51.67
5226,1958,male,"non-black, non-hispanic",16,14,83.809,120000,46.15
5227,1957,male,"non-black, non-hispanic",12,12,45.579,40000,18
5228,1959,female,"non-black, non-hispanic",16,12,50.133,86000,41.34
5229,1961,male,"non-black, non-hispanic",14,11,31.929,40000,19.23
5238,1964,male,"non-black, non-hispanic",11,7,21.71,36000,15.02
5244,1960,male,hispanic,18,12,46.534,76000,34.26
5245,1962,male,hispanic,20,11,70.64,370314,72.8
5246,1963,female,hispanic,14,9,46.743,45000,15
5248,1958,male,"non-black, non-hispanic",14,13,38.094,78000,30
5250,1964,male,"non-black, non-hispanic",17,9,88.662,65000,31.25
5251,1960,male,"non-black, non-hispanic",12,12,15.176,59000,28.36
5252,1962,male,"non-black, non-hispanic",12,11,38.32,30000,9.3
5253,1963,female,"non-black, non-hispanic",14,9,35.57,80000,36.04
5254,1964,male,"non-black, non-hispanic",13,9,48.244,120000,46.15
5255,1960,female,"non-black, non-hispanic",13,10,12.777,44265,21.28
5256,1963,female,"non-black, non-hispanic",9,9,30.913,65000,38.22
5258,1963,female,"non-black, non-hispanic",12,10,34.971,38000,20.87
5259,1959,female,"non-black, non-hispanic",14,12,27.434,23000,10.29
5261,1961,female,hispanic,12,12,38.424,47000,22.59
5263,1957,male,"non-black, non-hispanic",12,14,67.67,12000,15
5266,1963,male,"non-black, non-hispanic",14,10,55.998,180000,70.11
5267,1960,male,"non-black, non-hispanic",12,12,12.39,51240,24.63
5272,1962,female,"non-black, non-hispanic",12,10,28.603,25740,11
5274,1960,male,"non-black, non-hispanic",14,12,42.704,22500,9.89
5277,1962,female,"non-black, non-hispanic",13,10,17.534,11400,7.14
5278,1964,male,"non-black, non-hispanic",12,8,27.724,2500,11.62
5279,1960,male,"non-black, non-hispanic",9,9,9.857,45000,16.5
5280,1962,female,"non-black, non-hispanic",12,9,20.101,30000,14.37
5281,1961,male,"non-black, non-hispanic",12,9,14.764,62528,17.9
5284,1961,male,"non-black, non-hispanic",12,11,46.376,30000,19.23
5285,1960,female,"non-black, non-hispanic",12,11,1.033,30000,18
5287,1958,female,"non-black, non-hispanic",17,14,79.838,17500,13.85
5288,1957,female,"non-black, non-hispanic",12,12,22.097,43639,20.37
5289,1958,female,"non-black, non-hispanic",16,13,88.294,25000,18.26
5291,1962,male,"non-black, non-hispanic",12,8,15.276,35000,16.17
5292,1961,female,"non-black, non-hispanic",14,11,56.368,41000,20
5293,1964,female,"non-black, non-hispanic",15,7,19.493,29568,14.21
5295,1958,female,"non-black, non-hispanic",18,14,57.94,75000,35.09
5296,1959,male,"non-black, non-hispanic",12,12,74.661,36000,17.3
5299,1959,female,"non-black, non-hispanic",18,13,78.135,60000,115.76
5301,1963,female,"non-black, non-hispanic",12,9,86.332,52000,25.05
5306,1964,male,"non-black, non-hispanic",12,7,31.939,36000,15.38
5307,1959,male,"non-black, non-hispanic",12,12,22.362,40000,14
5308,1962,female,"non-black, non-hispanic",12,9,4.171,22776,10.95
5310,1963,female,"non-black, non-hispanic",19,9,84.207,87000,41.15
5313,1964,male,"non-black, non-hispanic",12,8,48.498,40000,18
5315,1960,female,"non-black, non-hispanic",16,12,52.155,7500,7.21
5316,1961,male,"non-black, non-hispanic",12,10,85.107,65000,31.25
5317,1963,female,"non-black, non-hispanic",12,9,76.53,55000,20.76
5318,1962,male,"non-black, non-hispanic",13,10,75.732,24000,12
5325,1957,female,"non-black, non-hispanic",20,13,88.694,20000,19.23
5326,1960,female,"non-black, non-hispanic",17,12,88.59,54000,25.64
5327,1959,female,"non-black, non-hispanic",12,12,60.895,30000,11.75
5329,1961,male,"non-black, non-hispanic",12,10,20.657,57000,21.92
5330,1963,female,"non-black, non-hispanic",15,9,64.846,22000,14.28
5332,1959,female,"non-black, non-hispanic",15,13,83.449,40000,28.57
5333,1958,female,"non-black, non-hispanic",16,12,54.144,2300,21
5334,1960,male,"non-black, non-hispanic",16,12,59.959,55000,27.77
5336,1962,male,"non-black, non-hispanic",12,9,36.242,36842,16.9
5337,1958,male,"non-black, non-hispanic",12,12,42.661,17500,7.05
5338,1962,female,"non-black, non-hispanic",12,10,52.599,20000,11
5340,1959,female,"non-black, non-hispanic",14,12,20.057,10000,7.75
5341,1962,female,"non-black, non-hispanic",16,10,91.407,99000,42
5342,1963,male,"non-black, non-hispanic",16,9,71.119,150000,57.69
5343,1960,male,"non-black, non-hispanic",16,11,54.256,72000,23.71
5344,1963,male,"non-black, non-hispanic",16,9,47.881,33000,13.55
5347,1962,male,"non-black, non-hispanic",12,10,47.259,114000,30
5348,1964,male,"non-black, non-hispanic",16,8,71.464,130000,64.9
5349,1958,female,"non-black, non-hispanic",15,13,55.017,14000,9.75
5351,1963,female,"non-black, non-hispanic",20,9,84.304,68000,65.38
5352,1960,male,"non-black, non-hispanic",16,13,63.248,90000,43.26
5353,1963,female,"non-black, non-hispanic",12,9,62.412,17000,13.5
5356,1962,male,"non-black, non-hispanic",14,10,69.093,38800,20.45
5357,1964,male,"non-black, non-hispanic",12,7,26.187,60000,21
5358,1963,male,"non-black, non-hispanic",12,9,81.396,6000,30.76
5360,1962,female,"non-black, non-hispanic",13,9,55.327,29000,15.52
5362,1960,male,"non-black, non-hispanic",12,11,61.583,58000,25
5363,1961,male,"non-black, non-hispanic",11,10,30.514,74000,23.33
